"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Gold Center","494	","Oregon","SNOTEL","Grant","5410","44.7638","-118.3117","170702020202	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","13",,,"108","108","100","31","33","1","65","7","11",,,,"12","12","3","26","2017","2015","18"
"Gold Mountain","1256	","Washington","SNOTEL","Ferry","4390","48.18934","-118.4559","170200011703	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","5",,,"62","83","100","14","13","-1","43","5","2","2nd Lowest",,,"8","6","0","15","2014","2015","8"
"Golden","3210	","British Columbia","ACIS","	","2583","51.3","-116.9833","170200170000	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"6","4","0","18","1998, 2002, 2017, more","1995","38"
"Gooseberry RS","495	","Utah","SNOTEL","Sevier","7944","38.80034","-111.68333","160300030405	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"67","67","75","16","16","-3","32","14","5",,,,"9","9","0","17","2017","2009","20"
"Gooseberry RS Up","1184	","Utah","SNOTEL","Sevier","8396","38.7882","-111.68892","160300030405	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"73","67","73","19","20","-4","30","8","3",,,,"11","12","0","17","2017","2015","11"
"Government Camp","353402	","Oregon","ACIS","Clackamas","3980","45.3014","-121.7417","170800010201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"20","15","0","78","1958, 1965, 2014, more","1971","70"
"Government Corrals","1250	","Oregon","SNOLITE","Harney","7400","42.04308","-118.3195","171200090201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","7",,,"54","54","100","15","16","-6","12","8","2","2nd Lowest",,,"13","13","2","26","2017","2019","9"
"Graham Guard Sta.","496	","Idaho","SNOTEL","Elmore","5690","43.9538","-115.27387","170501110303	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","10",,,"56","83","100","22","22","-2","40","16","10",,,,"18","12","3","82","2012, 2017","1999","26"
"Grand Targhee","1082	","Wyoming","SNOTEL","Teton","9260","43.77933","-110.92783","170402040202	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","47",,,"85","84","100","36","36","-9","13","14","3",,,,"55","56","36","66","2011","2010, 2012, 2016","16"
"Grandview","956	","Alaska","SNOTEL","Kenai Peninsula","1100","60.60832","-149.06313","190203021001	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","46",,,"159","159","81","51","51","17","93","2","14","2nd Highest",,,"29","29","2","55","2019","2008","15"
"Granite Creek","497	","Wyoming","SNOTEL","Teton","6770","43.34298","-110.43495","170401030304	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"27","29","100","9","11","-15","0","10","1","Lowest",,,"22","21","6","32","2021","2016","10"
"Granite Crk","963	","Alaska","SNOTEL","Southeast Fairbanks","1240","63.94382","-145.39993","190803031306	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","17",,,"189","189","100","59","85","8","100","1","20","Highest",,,"9","9","2","17","2002","2021","20"
"Granite Peak","498	","Nevada","SNOTEL","Humboldt","8503","41.67032","-117.56668","160401090601	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","13",,,"65","62","93","19","21","-8","27","17","6",,,,"20","21","5","38","2008","2001","23"
"Grano Creek","2E07P	","British Columbia","Cooperator Snow Sensors","	","6148","49.55","-118.66667","170200020403	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"25","25","14","37","1997","2004, 2015","19"
"Grassy Lake","499	","Wyoming","SNOTEL","Teton","7265","44.12612","-110.83435","170402030202	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","35",,,"92","95","100","34","34","-2","42","12","8",,,,"38","37","24","64","2011","2003","20"
"Grave Creek","500	","Montana","SNOTEL","Flathead","4300","48.91453","-114.76663","170101010801	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","14",,,"82","82","100","25","25","-3","44","11","8",,,,"17","17","7","33","2007","2013","19"
"Grave Springs","501	","Wyoming","SNOTEL","Natrona","8550","43.46643","-107.23977","100902010103	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"55","55","75","15","15","-5","11","17","2","2nd Lowest",,,"11","11","3","20","2020","2005, 2019","19"
"Grayback","1058	","Colorado","SNOTEL","Rio Grande","11620","37.47033","-106.53783","130100020101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","3",,,"20","25","50","4","6","-9","18","15","2","2nd Lowest",,,"15","12","1","44","2016","2007","18"
"Green Lake","502	","Washington","SNOTEL","Yakima","5920","46.54741","-121.17093","170300030101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","19",,,"79","95","100","23","23","-1","38","16","8",,,,"24","20","8","46","2014","2001","25"
"Green Mountain","503	","Nevada","SNOTEL","Elko","8185","40.3848","-115.52757","160401030401	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","5",,,"29","36","56","9","9","-9","10","19","2","2nd Lowest",,,"17","14","3","31","2012","2001, 2004","21"
"Green River","4065	","Wyoming","ACIS","Sweetwater","6090","41.53333","-109.46666","140401030610	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"2","2","0","3","2017","2018, 2019","4"
"Greenpoint","504	","Oregon","SNOTEL","Hood River","3310","45.62237","-121.70415","170701050603	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","18",,,"180","225","100","34","33","10","87","3","13",,,,"10","8","0","28","2014, 2017","2016","16"
"Grizzly Peak","505	","Colorado","SNOTEL","Summit","11100","39.64631","-105.86973","140100020201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","20",,,"69","77","100","26","26","-6","33","13","6",,,,"29","26","14","97","2012","2003","19"
"Gros Ventre Summit","506	","Wyoming","SNOTEL","Teton","8750","43.38939","-110.12943","170401020203	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","7",,,"33","32","100","13","14","-15","0","20","1","Lowest",,,"21","22","7","28","2021","2010","20"
"Grouse Camp","507	","Washington","SNOTEL","Kittitas","5390","47.28107","-120.48771","170300010401	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","15",,,"79","100","100","25","25","0","56","9","9",,,,"19","15","4","45","2014","2006","19"
"Grouse Creek Divide","964	","Alaska","SNOTEL","Kenai Peninsula","700","60.25965","-149.34228","190203020902	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","34",,,"79","179","85","61","63","15","94","2","17","2nd Highest",,,"43","19","0","491","2014, 2019","2005","18"
"Gulkana River","2222	","Alaska","SNOTEL","Valdez-Cordova","1830","62.40962","-145.37513","190201020604	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"86","100","100","26","25","0","33","3","1","Lowest",,,"7","6","6","10","2018, 2021","2020","4"
"Gunsight Pass","944	","Wyoming","SNOTEL","Sublette","9820","43.38332","-109.87815","170401020102	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","14",,,"67","67","100","25","26","-7","5","20","2","2nd Lowest",,,"21","21","13","29","2009","2010","21"
"Gutz Peak","1065	","Utah","SNOTEL","Washington","6763","37.49617","-113.94235","150100100101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","7",,,"88","100","64","20","23","0","53","9","9",,,,"8","7","0","21","2016, 2017","2009","18"
"Hagans Meadow","508	","California","SNOTEL","El Dorado","7742","38.8519","-119.9374","160501010302	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","25",,,"167","167","100","40","42","10","87","4","21",,,,"15","15","0","34","2011","2001","24"
"Hams Fork","509	","Wyoming","SNOTEL","Lincoln","7840","42.146","-110.67833","140401070504	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","2",,,"17","15","100","4","5","-11","0","12","1","Lowest",,,"12","13","2","20","2021","2010, 2019","12"
"Hand Creek","510	","Montana","SNOTEL","Flathead","5035","48.30754","-114.84075","170102100304	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","13",,,"100","100","100","31","30","0","65","8","11",,,,"13","13","5","22","2002","2013","21"
"Hannagan Meadows","511	","Arizona","SNOTEL","Greenlee","9020","33.65387","-109.30952","150601010107	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"10","7","0","33","2017","2011","20"
"Hansen Sawmill","512	","Wyoming","SNOTEL","Johnson","8360","44.25602","-106.97983","100902060101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","10",,,"91","91","56","28","30","-1","44","11","6",,,,"11","11","6","15","2006","2003, 2010, 2013","19"
"Happy Jack","969	","Arizona","SNOTEL","Coconino","7630","34.74598","-111.41207","150602020604	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","0",,,"0","0","0","0","0","-3","20","17","1","Lowest",,,"5","3","0","19","2008, 2017, 2021, more","2011","21"
"Hardscrabble","896	","Utah","SNOTEL","Morgan","7250","40.86833","-111.71865","160201020105	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","11",,,"65","61","73","19","18","-7","29","13","5",,,,"17","18","2","32","2012","2009","18"
"Harris Flat","514	","Utah","SNOTEL","Kane","7792","37.48997","-112.57602","160300010104	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","3",,,"50","100","60","10","10","0","53","9","8",,,,"6","3","0","19","2016, 2017","2019","18"
"Hart Mountain AM","1218	","Oregon","SNOLITE","Lake","6480","42.47972","-119.71917","171200080501	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"150","150","100","55","60","2","89","2","9","2nd Highest",,,"4","4","0","14","2013, 2020","2019","10"
"Harts Pass","515	","Washington","SNOTEL","Okanogan","6490","48.72047","-120.6586","171100050501	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"49","44","27","84","2005","2006","19"
"Hawkins Lake","516	","Montana","SNOTEL","Lincoln","6450","48.9723","-115.95337","170101050201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","36",,,"120","124","100","42","42","7","75","7","18",,,,"30","29","16","46","1997","1998","25"
"Hawley Lake","1271	","Arizona","SNOTEL","Apache","8300","33.97142","-109.76528","150601020106	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","4",,,"44","67","67","10","10","-2","17","6","2","2nd Lowest",,,"9","6","0","22","2017","2015","7"
"Hayden Fork","517	","Utah","SNOTEL","Summit","9130","40.79669","-110.88472","160101010101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","9",,,"47","50","64","16","17","-9","0","24","1","Lowest",,,"19","18","9","32","2021","2009","24"
"Hayden Pass","1102	","Colorado","SNOTEL","Saguache","10720","38.29326","-105.8505","130100030301	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","3",,,"12","19","60","4","5","-13","21","12","3",,,,"25","16","1","187","2010","2007","15"
"Heavenly Valley","518	","California","SNOTEL","El Dorado","8534","38.92431","-119.91641","160501010302	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","23",,,"115","110","77","29","29","2","55","11","13",,,,"20","21","2","38","2008, 2011","2001","23"
"Heber","519	","Arizona","SNOTEL","Coconino","7640","34.31202","-110.75431","150200100201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","3",,,"75","300","60","11","12","2","67","7","13",,,,"4","1","0","27","2016, 2017, 2020, more","2011","19"
"Hedrick Lake","1A14P	","British Columbia","Cooperator Snow Sensors","	","3668","54.1","-121","	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"33","32","0","68","2007, 2009","2013","18"
"Heen Latinee","1270	","Alaska","SNOTEL","Juneau","2065","58.69652","-134.86448","190103010401	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","45",,,"225","265","98","71","80","28","100","1","7","Highest",,,"20","17","6","45","2017","2021","7"
"Hemlock Butte","520	","Idaho","SNOTEL","Clearwater","5810","46.48111","-115.63361","170603070601	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","51",,,"121","131","100","40","39","12","81","5","18",,,,"42","39","22","71","2014","2001","22"
"Henrys Fork","1193	","Utah","SNOLITE","Summit","10182","40.86313","-110.38145","140401060201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","9",,,"47","47","82","15","15","-10","0","10","1","Lowest",,,"19","19","9","32","2021","2019","10"
"Hewinta","521	","Utah","SNOTEL","Summit","9500","40.95009","-110.48419","140401070203	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"40","43","60","14","14","-8","0","23","1","Lowest",,,"15","14","6","23","2021","2001","23"
"Hickerson Park","522	","Utah","SNOTEL","Daggett","9122","40.90663","-109.96287","140401060501	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"50","46","67","15","16","-7","5","20","2","2nd Lowest",,,"12","13","3","27","2002","2019","21"
"Hidden Lake","988	","Idaho","SNOTEL","Boundary","5040","48.8937","-116.75748","170101040502	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"37","35","19","59","2014","2001","21"
"High Lonesome","1187	","Colorado","SNOTEL","Grand","10620","40.03592","-105.75471","140100010205	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","22",,,"92","85","96","32","31","-4","38","6","4",,,,"24","26","13","33","2017","2018","9"
"High Ridge","523	","Oregon","SNOTEL","Umatilla","4920","45.69682","-118.10657","170701030103	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","24",,,"114","109","100","32","30","2","76","5","12",,,,"21","22","8","40","2017","2008","18"
"Hilts Creek","524	","Idaho","SNOTEL","Custer","8000","44.01897","-113.4723","170402170401	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","18",,,"112","129","100","38","36","4","76","5","13",,,,"16","14","9","30","2011","2012","18"
"Hobble Creek","1223	","Utah","SNOTEL","Utah","7377","40.18538","-111.35971","160202020304	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"67","89","67","18","21","-1","44","6","3",,,,"12","9","5","21","2017, 2020","2018","10"
"Hobbs Park","525	","Wyoming","SNOTEL","Fremont","10100","42.86984","-109.09455","100800030207	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","18",,,"86","82","86","25","27","-4","35","12","7",,,,"21","22","11","31","2014","2017","18"
"Hogg Pass","526	","Oregon","SNOTEL","Linn","4790","44.42042","-121.85655","170900040201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","31",,,"141","141","100","38","36","9","79","5","15",,,,"22","22","0","46","2014","2016","20"
"Hole-in-Mountain","527	","Nevada","SNOTEL","Elko","8163","40.94168","-115.0954","160600071602	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","3",,,"19","19","75","6","5","-13","0","20","1","Lowest",,,"16","16","3","26","2021","2001","20"
"Hole-in-Rock","528	","Utah","SNOTEL","Summit","9168","40.92167","-110.18623","140401060205	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","5",,,"38","36","71","14","14","-9","0","21","1","Lowest",,,"13","14","5","29","2021","2019","21"
"Holland Meadows","529	","Oregon","SNOTEL","Lane","4930","43.66917","-122.56877","170900020201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","26",,,"173","236","100","39","41","15","75","5","13",,,,"15","11","0","34","2014","2016","17"
"Hood River 0.8 SW","ORHR0007	","Oregon","ACIS","Hood River","527","45.7003","-121.5321","170701051106	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"3","3","0","6","2020","2016","2"
"Hood River Exp Stn","354003	","Oregon","ACIS","Hood River","500","45.6847","-121.5175","170701050703	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"0","0","0","9","2010, 2018, 2019, more","1985","83"
"Hoodoo Basin","530	","Montana","SNOTEL","Mineral","6050","46.9751","-115.0349","170102040607	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","57",,,"139","150","100","47","47","19","100","1","20","Highest",,,"41","38","24","57","2008","2021","20"
"Hoosier Pass","531	","Colorado","SNOTEL","Summit","11400","39.36127","-106.05978","140100020101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","16",,,"67","67","89","25","25","-8","13","14","2","2nd Lowest",,,"24","24","9","39","2012","2019","16"
"Hopewell","532	","New Mexico","SNOTEL","Rio Arriba","10000","36.71631","-106.26348","130201021401	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"40","38","73","12","14","-13","10","19","3",,,,"20","21","2","39","2017","2009","21"
"Horse Meadow","1050	","California","SNOTEL","Alpine","8557","38.83652","-119.88732","160502010302	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","30",,,"167","150","100","39","44","10","89","3","16",,,,"18","20","1","37","2008","2019","19"
"Horse Ridge","533	","Utah","SNOTEL","Morgan","8199","41.31372","-111.44624","160201010601	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","7",,,"32","35","58","11","11","-13","0","18","1","Lowest",,,"22","20","7","37","2021","2016","18"
"Horsepasture Pass","1264	","Alaska","SNOLITE","Matanuska-Susitna","4300","62.1345","-147.625","190205011406	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"14","14","7","25","2014","2019","6"
"Hourglass Lake","1122	","Colorado","SNOTEL","Larimer","9380","40.57913","-105.63068","101900070101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"57","57","89","12","15","-6","15","12","2","2nd Lowest",,,"14","14","6","26","2012","2019","14"
"Howard Prairie","1158	","Oregon","SNOTEL","Jackson","4580","42.215","-122.3713","180102060401	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"120","150","100","27","22","2","67","4","7",,,,"5","4","0","17","2014","2015","10"
"Howell Canyon","534	","Idaho","SNOTEL","Cassia","7980","42.32029","-113.61587","170402090602	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","14",,,"54","52","100","18","18","-13","10","19","2","2nd Lowest",,,"26","27","12","50","2007","2001","21"
"Hozatka Lake","2210	","Alaska","SNOTEL","Yukon-Koyukuk","206","65.198","-156.635","190901091201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","7",,,"88","70","100","26","25","-3","33","5","3",,,,"8","10","2","12","2016","2018","7"
