"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Monitor Pass","633	","California","SNOTEL","Alpine","8306","38.6683","-119.6087","160502010201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-8","10","19","1","Lowest",,,"10","8","0","31","2006, 2007, 2021","2001","21"
"Monte Cristo","634	","Utah","SNOTEL","Cache","8932","41.46547","-111.49688","160102030201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","10",,,"42","42","100","11","12","-14","4","25","1","Lowest",,,"24","24","10","42","2007, 2021","1996","26"
"Monument Creek","949	","Alaska","SNOTEL","Fairbanks North Star","1850","65.07833","-145.87067","190803060402	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","10",,,"83","91","83","32","36","-1","42","8","6",,,,"12","11","5","21","2012","2017","13"
"Monument Peak","635	","Montana","SNOTEL","Park","8850","45.21759","-110.237","100700020902	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","17",,,"61","65","100","22","22","-9","5","20","2","2nd Lowest",,,"28","26","16","43","2003","2005, 2017","21"
"Moon Pass","1124	","Colorado","SNOTEL","Saguache","11140","37.96661","-106.55837","130100040201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-9","0","14","1","Lowest",,,"8","9","0","14","2021","2011","14"
"Moonshine","636	","Idaho","SNOTEL","Lemhi","7440","44.4147","-113.39812","170402170201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"25","22","50","5","5","-7","7","14","1","Lowest",,,"8","9","2","16","2019, 2021","2010","15"
"Moore Creek Bridge","1176	","Alaska","SNOTEL","Skagway","2250","59.58783","-135.2105","190103030203	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","73",,,"270","348","100","96","100","52","100","1","13","Highest",,,"27","21","6","73","2018","2021","13"
"Moose Creek","638	","Idaho","SNOTEL","Lemhi","6200","45.67008","-113.95315","170602030601	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","5",,,"42","45","71","8","8","-6","0","7","1","Lowest",,,"12","11","5","17","2021","2017","7"
"Moraine","1035	","Alaska","SNOTEL","Anchorage","2100","61.37727","-148.99917","190204010103	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","21",,,"233","300","81","34","66","14","100","1","19","Highest",,,"9","7","0","21","2002","2021","19"
"Mores Creek Summit","637	","Idaho","SNOTEL","Boise","6100","43.932","-115.66588","170501110503	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","10",,,"48","50","83","11","11","-10","13","21","4",,,,"21","20","6","55","2012","2001","24"
"Morgan Creek","639	","Idaho","SNOTEL","Lemhi","7600","44.84237","-114.26871","170602030901	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"22","22","67","5","5","-7","0","10","1","Lowest",,,"9","9","2","20","2021","2012","10"
"Mormon Mountain","640	","Arizona","SNOTEL","Coconino","7500","34.94109","-111.51849","150200150201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"67","100","67","4","7","0","63","8","11",,,,"3","2","0","15","2015, 2017, 2020, more","2004","20"
"Mormon Mtn Summit","1125	","Arizona","SNOTEL","Coconino","8500","34.96964","-111.50922","150200150202	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"5","6","0","17","2014, 2017, 2020, more","2019","13"
"Morse Lake","642	","Washington","SNOTEL","Yakima","5410","46.90585","-121.4827","170300020106	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"38","44","1","62","2008","2012","16"
"Mosby Mtn.","643	","Utah","SNOTEL","Uintah","9553","40.60798","-109.8881","140600100702	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","8",,,"50","47","67","15","16","-9","22","15","4",,,,"16","17","7","38","2008, 2009, 2014","2004","19"
"Moscow Mountain","989	","Idaho","SNOTEL","Latah","4700","46.805","-116.8535","170603061002	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"17","18","25","3","3","-9","19","18","4",,,,"12","11","1","46","2002, 2008, 2019","2001","22"
"Moses Mtn","644	","Washington","SNOTEL","Okanogan","5010","48.36163","-119.08159","170200061903	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","3",,,"25","27","50","6","6","-8","11","17","3",,,,"12","11","1","29","2008","2012","19"
"Mosley Creek Upper","3A24P	","British Columbia","Cooperator Snow Sensors","	","5430","51.76667","-124.61667","	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"16","14","8","33","2019","2009, 2017","14"
"Mosquito Ridge","645	","Idaho","SNOTEL","Shoshone","5260","48.05726","-116.23055","170103010101	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","17",,,"74","77","85","18","19","-5","20","9","3",,,,"23","22","13","35","2015","2013","11"
"Moss Peak","646	","Montana","SNOTEL","Lake","6780","47.68493","-113.9623","170102080404	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","36",,,"97","100","95","30","31","0","53","10","11",,,,"37","36","19","69","2015","2010","20"
"Moss Springs","647	","Oregon","SNOTEL","Union","5760","45.27173","-117.68747","170601040702	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","5",,,"28","31","56","6","6","-11","4","23","2","2nd Lowest",,,"18","16","4","32","2012","1998","24"
"Mount Cook","1E02P	","British Columbia","Cooperator Snow Sensors","	","5164","52.16667","-119.31667","	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"59","55","36","113","2002","2011","21"
"Mount Crag","648	","Washington","SNOTEL","Jefferson","3960","47.7637","-123.026","171100180601	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"21","21","0","58","2002, 2008, 2019","2001","20"
"Mount Gardner","898	","Washington","SNOTEL","King","2920","47.35768","-121.56812","171100120103	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"22","29","100","3","3","-5","31","12","5",,,,"9","7","0","28","2008, 2012, 2019","2006","17"
"Mount Lockhart","649	","Montana","SNOTEL","Teton","6400","47.91727","-112.8238","100302050102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","15",,,"79","83","88","22","21","-3","30","15","7",,,,"19","18","8","27","2008","2005, 2019","21"
"Mount Mansfield","2041	","Vermont","SCAN","Chittenden","2236","44.53333","-72.83333","041504050201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","9",,,"225","450","90","27","26","7","92","2","12","2nd Highest",,,"4","2","0","19","2001, 2011, 2012","2002","13"
"Mountain Meadows","650	","Idaho","SNOTEL","Idaho","6320","45.69694","-115.22972","170603020301	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","8",,,"38","38","80","10","11","-13","0","21","1","Lowest",,,"21","21","8","41","2021","2005","21"
"Mowich","941	","Washington","SNOTEL","Pierce","3160","46.92833","-121.95232","171100140105	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0",,,"0","0","0","48","13","1","Lowest",,,"2","0","0","13","2019, 2020, 2021, more","2001","24"
"Moyie Mountain","2C10P	","British Columbia","Cooperator Snow Sensors","	","6037","49.25","-115.76667","170101050304	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"15","12","6","33","1997, 2002","2003","18"
"Mt Baldy","1224	","Utah","SNOTEL","Sanpete","9524","39.13648","-111.50527","160300040402	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","10",,,"53","67","91","14","15","-5","22","8","3",,,,"19","15","8","33","2012, 2017","2018","10"
"Mt Hood Test Site","651	","Oregon","SNOTEL","Clackamas","5370","45.32097","-121.7158","170800010302	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"36","30","0","94","2002","2001","25"
"Mt Pennell","1269	","Utah","SNOTEL","Garfield","9209","37.97793","-110.7933","140700010502	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-6","17","6","1","Lowest",,,"6","6","0","20","2017, 2021","2019","7"
"Mt Rose Ski Area","652	","Nevada","SNOTEL","Washoe","8801","39.31573","-119.89473","160501020304	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","15",,,"58","68","39","12","13","-7","30","17","8",,,,"26","22","0","66","2007","2001","24"
"Mt. Alyeska","1103	","Alaska","SNOTEL","Anchorage","1540","60.95983","-149.08617","190203020702	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","35",,,"140","206","83","40","45","18","71","5","11",,,,"25","17","5","51","2018","2008","15"
"Mt. Eyak","1073	","Alaska","SNOTEL","Valdez-Cordova","1405","60.55","-145.745","190202010200	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","34",,,"170","179","81","41","41","15","86","3","13",,,,"20","19","0","40","2018","2011","15"
"Mt. Howard","653	","Oregon","SNOTEL","Wallowa","7910","45.26522","-117.17373","170601050102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"15","17","50","3","4","-10","0","20","1","Lowest",,,"13","12","2","27","2021","2013","20"
"Mt. Ryan","948	","Alaska","SNOTEL","Fairbanks North Star","2800","65.25113","-146.15133","190803060404	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","10",,,"71","67","83","29","31","-5","30","8","4",,,,"14","15","4","21","2016","2015, 2019","11"
"Mt. Tebo","1126	","Washington","SNOTEL","Mason","3384","47.46061","-123.41219","171100170101	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-5","0","2","1","Lowest",,,"5","5","0","10","2021","2020","2"
"Muckamuck","1259	","Washington","SNOTEL","Okanogan","4470","48.58526","-119.86624","170200062001	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"14","12","17","3","3","-7","14","7","2","2nd Lowest",,,"7","8","0","14","2019","2015","8"
"Mud Flat","654	","Idaho","SNOTEL","Owyhee","5730","42.6004","-116.55925","170501041401	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0",,"0","0","-2","32","14","1","Lowest",,,"3","2","0","11","2017, 2020, 2021, more","2010, 2018","20"
"Mud Ridge","655	","Oregon","SNOTEL","Clackamas","4070","45.25362","-121.73673","170800010302	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-12","5","22","1","Lowest",,,"18","12","0","60","1997, 2021","2001","23"
"Mule Creek","656	","Montana","SNOTEL","Beaverhead","8300","45.40957","-112.95927","100200041303	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","9",,,"47","50","75","15","16","-9","5","20","1","Lowest",,,"19","18","9","31","2002, 2021","2007","21"
"Munson Ridge","950	","Alaska","SNOTEL","Fairbanks North Star","3100","64.85033","-146.20945","190803060602	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","22",,,"105","105","100","45","48","1","60","5","7",,,,"21","21","10","31","2012","2015, 2017","11"
"Myrtle Creek","1053	","Idaho","SNOTEL","Boundary","3520","48.72263","-116.46312","170101040701	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","3",,,"75","100","100","11","11","0","56","9","9",,,,"4","3","0","12","2012, 2014, 2019, more","2003","19"
"N Fk Elk Creek","657	","Montana","SNOTEL","Powell","6250","46.8716","-113.27725","170102031204	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"18","20","40","4","5","-8","0","23","1","Lowest",,,"11","10","2","28","2021","2005","23"
"Nast Lake","658	","Colorado","SNOTEL","Pitkin","8700","39.29722","-106.60694","140100040504	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"5","10","25","1","2","-9","6","18","2","2nd Lowest",,,"19","10","0","202","2012","2007","19"
"Navajo Whiskey Ck","1138	","New Mexico","SNOTEL","San Juan","9050","36.17728","-108.94691","140802040206	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"50","100","100","7","7","0","50","7","7",,,,"4","2","0","15","2012, 2014, 2017, more","2019","13"
"Nenana","2081	","Alaska","SNOTEL","Yukon-Koyukuk","415","64.68582","-148.9113","190803090803	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","6",,,"67","75","100","27","27","-2","22","8","2","2nd Lowest",,,"9","8","5","13","2012","2015","10"
"Nevada Ridge","903	","Montana","SNOTEL","Lewis And Clark","7020","46.84234","-112.50787","170102030302	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","3",,,"19","18","60","5","6","-14","0","23","1","Lowest",,,"16","17","3","30","2021","2005","23"
"Never Summer","1031	","Colorado","SNOTEL","Jackson","10280","40.40405","-105.95583","101800010401	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","17",,,"53","74","100","19","24","-6","16","17","3",,,,"32","23","16","176","2003, 2016","2004","20"
"New Crescent Lake","660	","Oregon","SNOTEL","Klamath","4910","43.51185","-121.97982","170703020205	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-6","7","15","1","Lowest",,,"8","6","0","27","2013, 2021","2010","16"
"New Fork Lake","661	","Wyoming","SNOTEL","Sublette","8340","43.11265","-109.94947","140401020201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"8","8","33","2","2","-11","7","15","1","Lowest",,,"12","12","1","22","2009, 2021","2013, 2014","16"
"Nez Perce Camp","662	","Montana","SNOTEL","Ravalli","5650","45.73107","-114.48075","170102050204	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","3",,,"23","23","60","6","6","-10","0","19","1","Lowest",,,"13","13","3","32","2021","2005","19"
"Nicks Valley","1279	","Alaska","SNOLITE","Valdez-Cordova","4280","61.16371","-145.64092","190201040202	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","51",,,"80","65","91","37","34","-27","25","4","2","2nd Lowest",,,"64","78","35","79","2016","2018, 2019","5"
"Niwot","663	","Colorado","SNOTEL","Boulder","9910","40.03523","-105.54426","101900050401	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","3",,,"13","20","50","5","5","-12","6","16","2","2nd Lowest",,,"23","15","2","184","2012","2007","17"
"Noisy Basin","664	","Montana","SNOTEL","Flathead","6040","48.15678","-113.94637","170102080208	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","31",,,"89","94","94","24","26","-2","42","15","11",,,,"35","33","14","76","2015","2010","25"
"Nome WSO Airport","6496	","Alaska","ACIS","Nome","10","64.5","-165.43333","190501042007	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"7","6","0","26","2001, 2002, 2012, more","1931, 1946, 1948","93"
"North Costilla","665	","New Mexico","SNOTEL","Taos","10600","36.99378","-105.25963","130201010101	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"17","20","100","2","3","-4","16","17","4",,,,"6","5","0","14","2010, 2012, 2017","2019","20"
"North Fork","666	","Oregon","SNOTEL","Multnomah","3060","45.5505","-122.00283","170800010503	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"8","12","17","1","1","-7","18","19","3",,,,"12","8","0","50","2008, 2012","2001","23"
"North Fork Jocko","667	","Montana","SNOTEL","Missoula","6330","47.2726","-113.75617","170102120702	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","26",,,"74","76","96","22","22","-8","30","15","6",,,,"35","34","15","62","2015","2005","21"
"North French Creek","668	","Wyoming","SNOTEL","Carbon","10130","41.3308","-106.37555","101800020502	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","24",,,"71","71","100","21","22","-10","17","16","4",,,,"34","34","18","59","2012","2010","19"
"North Lost Trail","669	","Colorado","SNOTEL","Gunnison","9200","39.07813","-107.14389","140100040703	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","5",,,"19","29","71","6","8","-12","6","18","2","2nd Lowest",,,"26","17","4","194","2017","2007","19"
"North Rapid Creek","920	","South Dakota","SNOTEL","Lawrence","6130","44.20617","-103.78758","101201100101	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"25","25","20","6","7","-6","11","17","1","Lowest",,,"8","8","2","15","2012, 2020, 2021","2008","19"
"Northeast Entrance","670	","Montana","SNOTEL","Yellowstone National Park","7350","45.00565","-110.01406","100700010602	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-9","0","19","1","Lowest",,,"10","9","0","18","2021","2005","19"
"Nostetuko River","3A22P	","British Columbia","Cooperator Snow Sensors","	","4780","51.23333","-124.45","	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"14","15","0","31","2008","2015","13"
"Nuka Glacier","1037	","Alaska","SNOTEL","Kenai Peninsula","1250","59.69867","-150.70967","190203011101	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","19",,,"158","158","100","16","23","7","78","5","15",,,,"12","12","0","28","2002","2009","19"
"Nutrioso","1127	","Arizona","SNOTEL","Apache","8500","33.89747","-109.15517","150400040301	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,,,"0","0","0","0","69","5","1","Lowest",,,"0","0","0","2","2018, 2020, 2021, more","2011, 2019","14"
"ONeil Creek","1272	","Nevada","SNOTEL","Elko","6520","41.8642","-115.08316","170402130106	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0",,"0","0","-2","33","3","1","Lowest",,,"4","2","0","10","2020, 2021","2018","4"
"Oak Creek","1146	","Utah","SNOTEL","Millard","7850","39.3485","-112.32639","160300051505	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-6","18","10","1","Lowest",,,"7","6","0","19","2017, 2020, 2021","2018","12"
"Ochoco Meadows","671	","Oregon","SNOTEL","Crook","5430","44.42917","-120.3311","170703050201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"6","6","0","20","2008, 2012","2010","15"
"Olallie Meadows","672	","Washington","SNOTEL","King","4030","47.37406","-121.44213","171100100301	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"27","32","0","54","2008","2006","18"
"Old Battle","673	","Wyoming","SNOTEL","Carbon","10000","41.15397","-106.96937","101800020901	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","21",,,"64","66","84","17","19","-11","5","19","2","2nd Lowest",,,"33","32","19","51","2012","2005","20"
"Onion Park","1008	","Montana","SNOTEL","Meagher","7410","46.91348","-110.8536","100301030801	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","6",,,"33","38","100","11","11","-10","0","21","1","Lowest",,,"18","16","6","44","2021","2005","21"
"Overland Res.","675	","Colorado","SNOTEL","Delta","9840","39.09056","-107.63472","140200040101	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"9","9","33","1","2","-10","6","16","2","2nd Lowest",,,"11","11","0","22","2017","2013","17"
